股票代码,股票名称,平均增长率（%）,复合增长率（%）,增长频次
300094,国联水产,-946.22,1.77,12
300095,华伍股份,17.27,3.60,13
300096,易联众i,4.77,-0.65,14
300097,智云股份,43.91,0.80,15
300098,高新兴i,36.19,12.09,13
300099,尤洛卡i,-48.03,-0.22,16
300100,双林股份,7.46,9.75,17
300101,振芯科技,11.43,7.95,16
300102,乾照光电,14.83,4.93,13
300103,达刚路机,45.84,0.93,13
300104,乐视网i,-151.89,3.82,18
300105,龙源技术,15.91,-1.13,12
300106,西部牧业,-4.38,-15.78,15
300107,建新股份,9.98,1.50,15
300108,双龙股份,11.05,12.14,15
300109,新开源i,7.13,12.74,19
300110,华仁药业,11.22,0.58,17
300111,向日葵i,-452.02,14.52,10
300112,万讯自控,27.73,1.53,16
300113,顺网科技,42.18,342.55,21
300114,中航电测,11.03,6.84,15
300115,长盈精密,8.20,20.89,20
300116,坚瑞沃能,-432.93,41.53,15
300117,嘉寓股份,1346.92,0.77,20
300118,东方日升,-21.72,38.22,15
300119,瑞普生物,13.49,3.61,16
300120,经纬电材,11.12,1.42,11
300121,阳谷华泰,20.16,11.37,17
300122,智飞生物,7.63,0.44,15
300123,太阳鸟i,20.27,0.63,14
300124,汇川技术,11.77,19.53,22
300125,易世达i,6.26,-7.33,10
300126,锐奇股份,7.51,1.42,15
300127,银河磁体,5.33,3.62,16
300128,锦富技术,-7.84,2.62,18
300129,泰胜风能,20.87,6.26,16
300130,新国都i,42.56,0.42,17
300131,英唐智控,-8.31,21.02,12
300132,青松股份,16.50,2.80,14
300133,华策影视,12.94,19.00,17
300134,大富科技,96.57,2.15,13
300135,宝利国际,97.37,-0.53,15
300136,信维通信,-58.03,157.64,18
300137,先河环保,71.52,63.10,20
300138,晨光生物,-85.71,8.94,15
300139,晓程科技,5.68,0.59,13
300140,中环装备,-143.45,-0.12,15
300141,和顺电气,25.27,2.27,15
300142,沃森生物,6.26,-53.04,12
300143,星河生物,-11.46,7.46,12
300144,宋城演艺,19.69,23.80,17
300145,中金环境,15.73,34.08,22
300146,汤臣倍健,16.44,41.68,14
300147,香雪制药,3.97,3.52,18
300148,天舟文化,24.47,12.83,15
300149,量子高科,5.88,5.90,18
300150,世纪瑞尔,-24.36,-0.23,16
300151,昌红科技,2.77,2.35,18
300152,科融环境,5.67,0.75,15
300153,科泰电源,8.74,-0.91,13
300154,瑞凌股份,7.42,7.98,17
300155,安居宝i,-40.12,-0.10,17
300156,神雾环保,-13.98,27.76,13
300157,恒泰艾普,-18.57,11.05,16
300158,振东制药,4.18,3.03,14
300159,新研股份,79.40,26.04,17
300160,秀强股份,7.78,6.38,14
300161,华中数控,-18.83,-2.36,6
300162,雷曼股份,11.00,3.60,14
300163,先锋新材,20.24,9.40,15
300164,通源石油,-43.38,-1.06,12
300165,天瑞仪器,2.59,1.07,15
300166,东方国信,37.46,138.98,15
300167,迪威视讯,-179.07,-3.55,15
300168,万达信息,63.96,4.81,20
300169,天晟新材,136.57,1.79,12
300170,汉得信息,7.64,8.44,22
300171,东富龙i,5.51,7.48,17
300172,中电环保,42.14,4.40,17
300173,智慧松德,313.02,2.53,15
300174,元力股份,22.72,1.00,10
300175,朗源股份,15.74,1.72,15
300176,鸿特精密,4.79,2.72,14
300177,中海达i,-96.00,-1.93,16
300178,腾邦国际,4.01,5.78,19
300179,四方达i,6.72,1.06,17
300180,华峰超纤,6.92,2.76,15
300181,佐力药业,12.18,19.16,16
300182,捷成股份,24.35,90.48,14
300183,东软载波,11.03,16.66,20
300184,力源信息,4.56,4.78,19
300185,通裕重工,38.40,1.77,10
300186,大华农i,7.87,2.75,16
300187,永清环保,31.21,7.33,14
300188,美亚柏科,33.48,3.13,17
300189,神农基因,190.18,-2.53,12
300190,维尔利i,11.12,8.55,15
300191,潜能恒信,-4.20,0.73,10
300192,科斯伍德,3.77,2.92,16
300193,佳士科技,5.01,2.89,11
300194,福安药业,7.52,5.15,13
300195,长荣股份,9.95,1.59,12
300196,长海股份,7.03,12.51,22
300197,铁汉生态,-28.07,41.36,20
300198,纳川股份,-2.17,12.93,15
300199,翰宇药业,9.07,15.18,19
300200,高盟新材,3.80,4.59,16
300201,海伦哲i,-63.64,3.39,12
300202,聚龙股份,72.45,18.41,16
300203,聚光科技,90.53,5.20,18
300204,舒泰神i,11.24,19.76,18
300205,天喻信息,-5.83,2.87,11
300206,理邦仪器,42.61,0.50,10
300207,欣旺达i,22.55,20.13,19
300209,天泽信息,11034.00,5.73,11
300210,森远股份,4.90,4.30,14
300211,亿通科技,9.87,0.99,16
300212,易华录i,54.47,31.79,16
300213,佳讯飞鸿,12.58,5.26,16
300214,日科化学,7.80,5.39,17
300215,电科院i,61.59,2.33,17
300216,千山药机,12.61,2.45,14
300217,东方电热,10.98,4.57,15
300218,安利股份,3.17,2.36,13
300219,鸿利智汇,10.68,11.70,16
300220,金运激光,-8.85,1.00,10
300221,银禧科技,-228.63,2.16,13
300222,科大智能,91.52,46.19,14
300223,北京君正,1.62,-0.58,7
300224,正海磁材,22.56,9.40,13
300225,金力泰i,4.38,2.72,10
300226,上海钢联,-117.11,2.05,10
300227,光韵达i,-35.87,1.16,14
300228,富瑞特装,-22.43,-4.64,16
300229,拓尔思i,-161.16,1.88,18
300230,永利股份,7.26,7.67,18
300231,银信科技,13.27,13.20,16
300232,洲明科技,-20.16,14.81,17
300233,金城医药,-16.33,2.47,15
300234,开尔新材,6.30,1.96,12
300235,方直科技,37.36,1.82,14
300236,上海新阳,11.77,4.64,17
300237,美晨科技,14.60,18.02,15
300238,冠昊生物,21.15,17.60,14
300239,东宝生物,8.69,1.64,13
300240,飞力达i,12.61,1.80,14
300241,瑞丰光电,13.04,4.71,12
300242,明家联合,-635.98,21.44,12
300243,瑞丰高材,7.82,3.89,12
300244,迪安诊断,18.97,58.20,14
300245,天玑科技,9.34,2.67,16
300246,宝莱特i,13.85,7.85,15
300247,乐金健康,13.20,0.73,13
300248,新开普i,85.65,2.27,15
300249,依米康i,-4.34,4.16,14
300250,初灵信息,54.36,11.31,13
300251,光线传媒,57.58,38.39,18
300252,金信诺i,30.34,8.03,11
300253,卫宁健康,-1892.96,9.58,16
300254,仟源医药,7.81,3.77,13
300255,常山药业,15.83,16.84,14
300256,星星科技,-337.71,-51.95,9
300257,开山股份,3.96,1.95,13
300258,精锻科技,9.97,14.59,18
300259,新天科技,12.89,13.17,18
300260,新莱应材,16.31,0.35,13
300261,雅本化学,6.65,3.09,14
300262,巴安水务,-20.62,19.40,15
300263,隆华节能,26.31,1.03,19
300264,佳创视讯,-96.89,-0.40,10
300265,通光线缆,6.23,7.98,14
300266,兴源环境,19.05,15.75,14
300267,尔康制药,20.68,90.25,17
300268,万福生科,-65.54,-0.50,6
300269,联建光电,27.76,14.22,17
300270,中威电子,27.59,3.48,12
300271,华宇软件,39.99,10.96,19
300272,开能环保,14.92,6.26,18
300273,和佳股份,49.19,208.04,16
300274,阳光电源,15.33,83.33,13
300275,梅安森i,-9.58,-3.25,11
300276,三丰智能,-136.17,2.12,10
300277,海联讯i,-153.86,-1.37,8
300278,华昌达i,28.43,27.70,14
300279,和晶科技,18.28,35.44,15
300280,南通锻压,-220.07,-0.05,11
300281,金明精机,35.44,3.73,15
300282,汇冠股份,-155.24,14.71,11
300283,温州宏丰,58.84,6.72,14
300284,苏交科i,11.53,6.60,18
300285,国瓷材料,16.07,15.86,16
300286,安科瑞i,8.79,6.71,15
300287,飞利信i,27.50,45.40,18
300288,朗玛信息,18.91,7.36,14
300289,利德曼i,7.39,3.93,17
300290,荣科科技,277.37,6.55,14
300291,华录百纳,15.11,25.37,16
300292,吴通控股,-20.00,14.90,13
300293,蓝英装备,-180.61,-0.02,11
300294,博雅生物,5.71,8.48,18
300295,三六五网,7.95,3.78,10
300296,利亚德i,73.48,25.16,15
300297,蓝盾股份,19.16,13.20,14
300298,三诺生物,10.35,8.53,11
300299,富春通信,-256.67,11.40,17
300300,汉鼎宇佑,8.13,1.06,12
300301,长方集团,31.63,13.29,11
300302,同有科技,146.56,16.90,15
300303,聚飞光电,3.47,3.87,15
300304,云意电气,3.44,3.63,14
300305,裕兴股份,9.12,3.20,9
300306,远方光电,16.98,7.31,12
300307,慈星股份,15.12,1.57,8
300308,中际装备,102.03,-0.48,7
300309,吉艾科技,15.06,-0.61,12
300310,宜通世纪,8.08,6.68,14
300311,任子行i,-33.34,6.37,15
300312,邦讯技术,-46.98,-1.25,10
300313,天山生物,-216.66,-35.16,9
300314,戴维医疗,3.75,2.57,11
300315,掌趣科技,20.22,61.03,17
300316,晶盛机电,8.83,2.70,10
300317,珈伟股份,26.63,11.67,12
300318,博晖创新,12.57,3.76,14
300319,麦捷科技,13.35,13.18,14
300320,海达股份,2.63,2.99,13
300321,同大股份,2.45,1.34,9
300322,硕贝德i,-35.05,0.76,13
300323,华灿光电,-772.65,5.36,7
300324,旋极信息,178.46,45.08,15
300325,德威新材,6.39,2.65,15
300326,凯利泰i,9.69,12.88,14
300327,中颖电子,9.95,1.60,13
300328,宜安科技,-3.83,1.05,15
300329,海伦钢琴,1.21,1.21,11
300330,华虹计通,-97.34,5.58,7
300331,苏大维格,-9.48,0.28,11
300332,天壕环境,15.06,11.07,12
300333,兆日科技,6.43,2.77,10
300334,津膜科技,9.61,4.57,15
300335,迪森股份,46.01,69.23,12
300336,新文化i,21.59,31.79,12
300337,银邦股份,-18.82,-0.91,6
300338,开元仪器,11.36,0.50,11
300339,润和软件,7.42,4.75,16
300340,科恒股份,-4.71,0.13,6
300341,麦迪电气,7.39,3.01,12
300342,天银机电,3.18,3.99,12
300343,联创互联,43.77,22.17,13
300344,太空板业,38.46,1.10,8
300345,红宇新材,25.73,1.04,11
300346,南大光电,32.72,-3.10,8
300347,泰格医药,24.44,36.24,16
300348,长亮科技,57.66,2.52,9
300349,金卡股份,8.24,5.19,10
300350,华鹏飞i,8.10,5.00,12
300351,永贵电器,13.86,6.22,13
300352,北信源i,-28.17,4.09,13
300353,东土科技,-94.21,8.57,15
300354,东华测试,-110.81,-0.22,10
300355,蒙草生态,106.63,18.42,10
300356,光一科技,14.86,1.96,11
300357,我武生物,12.87,12.31,10
300358,楚天科技,4.76,2.89,9
300359,全通教育,16.84,4.01,8
300360,炬华科技,13.04,10.71,11
300361,奥赛康i,16.36,9.45,4
300362,天翔环境,337.73,3.75,10
300363,博腾股份,6.31,5.05,9
300364,中文在线,-31.19,0.50,7
300365,恒华科技,110.68,5.57,9
300366,创意信息,-34.74,1.86,9
300367,东方网力,34.45,7.85,12
300368,汇金股份,325.54,0.02,9
300369,绿盟科技,-205.67,-0.51,6
300370,安控科技,13.71,-1.63,13
300371,汇中股份,-264.92,1.27,12
300372,欣泰电气,298688.08,-0.72,7
300373,扬杰科技,4.76,5.84,14
300374,恒通科技,-19.07,1.05,9
300375,鹏翎股份,2.96,3.00,10
300376,易事特i,17.60,5.98,12
300377,赢时胜i,26.59,1.66,10
300378,鼎捷软件,-179.23,1.97,7
300379,东方通i,148.66,7.00,8
300380,安硕信息,-22.31,-4.03,9
300381,溢多利i,12.30,4.90,11
300382,斯莱克i,8.86,2.60,8
300383,光环新网,13.25,12.76,14
300384,三联虹普,11.68,2.18,7
300385,雪浪环境,24.87,2.83,9
300386,飞天诚信,39.20,2.00,10
300387,富邦股份,4.06,3.50,6
300388,国祯环保,87.10,2.27,6
300389,艾比森i,5.19,3.00,7
300390,天华超净,3.70,1.61,8
300391,康跃科技,147.59,-0.64,4
300392,腾信股份,-56.04,-0.20,10
300393,中来股份,8.16,6.07,7
300394,天孚通信,2.98,3.41,9
300395,菲利华i,7.78,2.64,9
300396,迪瑞医疗,3.67,2.78,8
300397,天和防务,-39.81,-0.60,5
300398,飞凯材料,1.44,1.64,7
300399,京天利i,6.47,1.03,6
300400,劲拓股份,123.06,1.39,7
300401,花园生物,26.62,0.42,7
300402,宝色股份,-265.30,-2.87,6
300403,地尔汉宇,2.43,3.26,11
300404,博济医药,-79.55,-0.30,5
300405,科隆精化,139.35,0.17,6
300406,九强生物,3.25,3.68,9
300407,凯发电气,-81.55,0.97,9
300408,三环集团,2.56,3.24,7
300409,道氏技术,12.77,4.14,8
300410,正业科技,97.66,1.75,7
300411,金盾股份,10.09,2.42,8
300412,迦南科技,8.34,2.47,6
300413,快乐购i,13.07,0.41,4
300414,中光防雷,6.32,2.31,5
300415,伊之密i,6.76,2.63,5
300416,苏试试验,218.64,3.15,7
300417,南华仪器,2.76,1.55,7
300418,昆仑万维,4.56,1.29,4
300419,浩丰科技,1.24,2.07,9
300420,五洋科技,25.17,3.64,6
300421,力星股份,0.37,2.02,8
300422,博世科i,17.35,3.96,6
300423,鲁亿通i,37.59,1.14,7
300424,航新科技,271.70,1.18,7
300425,环能科技,16.27,1.79,5
300426,唐德影视,15.06,3.20,6
300427,红相电力,74.65,0.61,6
300428,四通新材,2.43,3.19,7
300429,强力新材,5.61,5.07,8
300430,诚益通i,3.86,1.91,5
300431,暴风集团,-23.57,-7.81,4
300432,富临精工,8.32,6.05,7
300433,蓝思科技,-74.52,0.69,6
300434,金石东方,26.78,0.49,3
300435,中泰股份,4.34,2.02,7
300436,广生堂i,4.27,3.21,5
300437,清水源i,41.79,1.75,5
300438,鹏辉能源,4.12,3.93,5
300439,美康生物,3.76,3.25,5
300440,运达科技,12.53,1.73,7
300441,鲍斯股份,9.56,2.83,4
300442,普丽盛i,26.28,0.41,8
300443,金雷风电,8.94,6.36,7
300444,双杰电气,59.22,7.58,11
300445,康斯特i,24.75,4.72,11
300446,乐凯新材,4.37,3.60,6
300447,全信股份,5.79,3.59,7
300448,浩云科技,-17.42,0.73,6
300449,汉邦高科,201.31,0.06,5
300450,先导智能,15.00,8.50,6
300451,创业软件,-42.23,0.49,6
300452,山河药辅,56.85,2.52,5
300453,三鑫医疗,36.85,1.26,6
300455,康拓红外,18.13,1.67,7
300456,耐威科技,-29.74,0.95,5
300457,赢合科技,36.48,6.05,8
300458,全志科技,115.84,0.53,5
300459,金科娱乐,17.09,6.79,7
300460,惠伦晶体,14.01,0.53,4
300461,田中精机,376.78,0.04,3
300462,华铭智能,20.88,1.41,7
300463,迈克生物,3.78,3.24,5
300464,星徽精密,5.70,1.46,7
300465,高伟达i,57.25,0.23,6
300466,赛摩电气,27.16,1.15,6
300467,迅游科技,16.29,0.80,5
300468,四方精创,18.39,1.15,6
300469,信息发展,-362.16,-0.03,5
300470,日机密封,0.70,1.92,6
300471,厚普股份,-184.74,1.81,7
300472,新元科技,17.96,1.24,8
300473,德尔股份,28.49,1.67,4
300474,景嘉微i,4.15,4.95,5
300475,聚隆科技,0.96,1.81,6
300476,胜宏科技,72.87,5.08,9
300477,合纵科技,-12.24,7.07,13
300478,杭州高新,82.59,1.32,6
300479,神思电子,29.42,0.52,5
300480,光力科技,49.80,0.35,4
300481,濮阳惠成,0.96,2.37,6
300482,万孚生物,11.62,6.99,5
300483,沃施股份,30.12,0.38,4
300484,蓝海华腾,15.39,9.20,6
300485,赛升药业,9.30,3.16,6
300486,东杰智能,69.20,-1.75,5
300487,蓝晓科技,25.89,1.86,7
300488,恒锋工具,7.25,1.58,7
300489,中飞股份,8.68,0.71,5
300490,华自科技,1.46,1.43,5
300491,通合科技,11.22,1.27,6
300492,山鼎设计,-503.52,0.82,5
300493,润欣科技,180.20,2.23,6
300494,盛天网络,20.08,1.61,6
300495,美尚生态,36.49,2.91,5
300496,中科创达,4.47,2.84,4
300497,富祥股份,9.76,7.59,9
300498,温氏股份,13.26,7.92,3
300499,高澜股份,-130.08,1.48,5
300500,苏州设计,35.33,1.86,4
300501,海顺新材,2.25,3.04,5
300502,新易盛i,1.32,3.37,4
300503,昊志机电,13.53,2.59,2
300505,川金诺i,8.54,2.47,4
300506,名家汇i,3.35,3.22,5
300507,苏奥传感,4.52,4.70,4
300508,维宏股份,7.76,1.98,3
300509,新美星i,1.17,2.83,3
300510,金冠电气,7.26,3.21,5
300511,雪榕生物,37.09,2.90,5
300512,中亚股份,5.93,5.22,5
300513,恒泰实达,-241.70,-0.31,3
300515,三德科技,71.38,1.38,4
300516,久之洋i,3.79,1.95,4
300517,海波重科,7.77,2.65,4
300518,盛讯达i,2.11,2.81,3
300519,新光药业,4.61,3.93,4
300520,科大国创,-194.16,3.10,3
300521,爱司凯i,4.42,2.32,4
300522,世名科技,3.28,4.49,4
300523,辰安科技,-136.32,-0.28,4
300525,博思软件,-5.15,1.08,5
300526,中潜股份,2.65,2.05,3
300527,华舟应急,264.06,3.13,3
300528,幸福蓝海,5.65,3.07,3
300529,健帆生物,2.26,3.71,3
300530,达志科技,14.77,2.87,2
300531,优博讯i,3.48,2.12,3
300532,今天国际,48.34,2.21,3
300533,冰川网络,1.50,3.17,3
300534,陇神戎发,3.70,4.24,2
300535,达威股份,2.57,3.79,4
300536,农尚环境,1.85,4.52,3
300537,广信材料,0.99,2.20,3
300538,同益股份,0.58,2.75,2
300539,横河模具,1.36,3.72,3
300540,深冷股份,2.91,3.15,2
300541,先进数通,5.77,1.88,3
300542,新晨科技,12.42,1.35,2
300543,朗科智能,5.34,6.26,4
300545,联得装备,7.22,1.72,3
300546,雄帝科技,2.48,3.51,2
300547,川环科技,1.60,4.39,3
300548,博创科技,13.77,7.52,3
300549,优德精密,0.70,3.20,2
300550,和仁科技,6.03,4.30,2
300551,古鳌科技,32.06,0.95,2
300552,万集科技,60.54,6.12,3
300553,集智股份,0.17,3.47,3
300555,路通视信,0.74,3.46,2
300556,丝路视觉,10.14,1.60,2
300557,理工光科,23.73,2.75,3
300558,贝达药业,7.12,6.67,4
300559,佳发安泰,5.96,1.81,2
300560,中富通i,0.65,2.92,3
300561,汇金科技,7.09,4.22,3
300562,乐心医疗,138.10,6.18,3
300563,神宇股份,1.06,3.11,4
300565,科信技术,3.07,5.23,4
300566,激智科技,2.47,4.70,3
300567,精测电子,4.79,4.41,2
300568,星源材质,15.12,8.47,3
300569,天能重工,25.14,13.06,3
300570,太辰光i,2.95,6.22,2
300571,平治信息,11.16,7.93,3
300572,安车检测,2.08,4.60,3
300573,兴齐眼药,19.94,3.58,2
300575,中旗股份,2.06,2.84,2
300576,容大感光,1.53,4.40,4
300577,开润股份,19.65,10.90,3
300578,会畅通讯,0.50,2.80,3
300579,数字认证,5.89,1.87,3
300580,贝斯特i,2.64,5.08,4
300581,晨曦航空,2.86,3.44,2
300582,英飞特i,2.78,3.48,2
300583,赛托生物,83.23,27.32,3
300584,海辰药业,0.82,4.04,3
300585,奥联电子,8.28,7.13,3
300586,美联新材,1.15,3.46,4
300587,天铁股份,3.16,4.63,3
300588,熙菱信息,19.63,12.26,3
300589,江龙船艇,65.51,10.98,3
300590,移为通信,6.21,5.28,2
300591,万里马i,4.24,4.32,2
300592,华凯创意,17.62,3.00,3
300593,新雷能i,24.17,14.35,4
300595,欧普康视,20.70,10.65,4
300596,利安隆i,11.41,8.44,4
300597,吉大通信,14.28,2.95,3
300598,诚迈科技,6.31,5.95,3
300599,雄塑科技,0.44,3.28,2
300600,瑞特股份,11.77,9.05,4
300601,康泰生物,-62.11,-21.00,3
300602,飞荣达i,7.74,6.49,3
300603,立昂技术,14.69,1.39,3
300605,恒锋信息,1.68,3.34,4
300606,金太阳i,1.25,3.55,4
300607,拓斯达i,104.61,22.17,3
300608,思特奇i,-117.39,-1.03,2
300609,汇纳科技,990.85,4.89,3
300610,晨化股份,7.09,6.99,4
300611,美力科技,4.06,4.96,3
300612,宣亚国际,37.58,8.32,2
300613,富瀚微i,32.54,27.22,2
300615,欣天科技,6.16,3.76,2
300616,尚品宅配,19.03,21.37,2
300617,安靠智电,2.22,13.46,2
300618,寒锐钴业,17.38,21.23,2
300619,金银河i,32.35,16.86,1
300620,光库科技,8.91,17.56,2
300621,维业股份,3.39,9.26,2
300622,博士眼镜,0.50,11.25,1
300623,捷捷微电,5.99,8.42,3
300625,三雄极光,2.45,12.65,1
300626,华瑞股份,15.87,11.97,1
300627,华测导航,15.18,22.69,2
300628,亿联网络,22.33,27.27,2
600000,浦发银行,nan,nan,0
600001,邯郸钢铁,26.77,0.38,5
600003,ST东北,40.78,2.05,7
600004,白云机场,1.43,3.43,23
600005,武钢股份,10.61,0.09,17
600006,东风汽车,-120.89,-0.19,11
600007,中国国贸,4.50,2.69,23
600008,首创股份,-22.89,2.60,23
600009,上海机场,1.35,2.25,27
600010,包钢股份,-43.52,-1.03,16
600011,华能国际,14.36,3.86,20
600012,皖通高速,0.40,1.41,20
600015,华夏银行,nan,nan,0
600016,民生银行,nan,nan,0
600017,日照港i,2.32,2.71,20
600018,上港集团,0.63,1.24,19
600019,宝钢股份,-4.87,0.55,20
600020,中原高速,19.68,0.71,21
600021,上海电力,-46.13,9.82,17
600022,山东钢铁,-290.94,0.04,15
600023,浙能电力,7.86,3.31,8
600026,中远海能,-6.77,0.37,15
600027,华电国际,32.88,7.07,21
600028,中国石化,-26.37,0.68,18
600029,南方航空,323.87,-7.16,15
600030,中信证券,nan,nan,0
600031,三一重工,7.99,0.17,18
600033,福建高速,0.38,1.26,18
600035,楚天高速,2.10,1.69,16
600036,招商银行,nan,nan,0
600037,歌华有线,8.54,2.66,12
600038,中直股份,237.00,489.17,28
600039,四川路桥,30.84,26.98,22
600048,保利地产,30.19,63.14,21
600050,中国联通,9.02,0.28,18
600051,宁波联合,54.34,6.66,16
600052,浙江广厦,6.96,-0.14,12
600053,九鼎投资,6.60,2.18,19
600054,黄山旅游,745.82,65.05,20
600055,万东医疗,-11.25,2.01,19
600056,中国医药,7.94,28.96,22
600057,象屿股份,455.45,23.13,10
600058,五矿发展,-70.14,-0.19,14
600059,古越龙山,11.86,1.06,12
600060,海信电器,7.10,10.38,26
600062,华润双鹤,2.70,3.29,18
600063,皖维高新,65.90,1.40,17
600064,南京高科,62.80,11.67,17
600065,ST联谊,17.98,21.86,2
600066,宇通客车,11.77,17.91,27
600067,冠城大通,57.74,3.80,18
600068,葛洲坝i,62.69,882.22,22
600069,银鸽投资,-19.96,-1.48,8
600070,浙江富润,10.38,2.38,20
600071,凤凰光学,2.05,-1.36,16
600072,钢构工程,-523.42,-4.29,14
600073,上海梅林,211.89,-32.30,13
600074,保千里i,-78.38,-7.27,7
600075,新疆天业,8.25,3.11,14
600076,康欣新材,-24.04,-10.03,3
600077,宋都股份,-1820.23,21.99,14
600078,澄星股份,18.65,0.93,23
600079,人福医药,18.66,124.26,25
600080,金花股份,1.00,-0.68,12
600081,东风科技,-63.10,-4.54,10
600082,海泰发展,28.82,-6.26,18
600083,博信股份,-41.69,-1.73,7
600084,中葡股份,6.59,0.55,0
600085,同仁堂i,2.75,4.89,23
600086,东方金钰,65.22,23.41,15
600087,退市长油,243.22,2.97,8
600088,中视传媒,-0.77,-0.51,18
600089,特变电工,4.02,7.77,23
600090,同济堂i,146.04,134.61,20
600091,ST明科,10.41,1.90,0
600092,SST精,92.55,0.12,0
600093,禾嘉股份,70.93,142.54,20
600094,大名城i,nan,-5.55,12
600095,哈高科i,-33.28,-2.33,10
600096,云天化i,154.20,-2.81,13
600097,开创国际,-293.12,7.94,7
600098,广州发展,2.88,2.36,24
600099,林海股份,-172.59,0.25,12
600100,同方股份,1327.42,-8.95,18
600101,明星电力,27.24,5.66,22
600102,莱钢股份,-9.86,0.30,10
600103,青山纸业,-43.00,2.17,8
600104,上汽集团,33.63,-22.42,18
600105,永鼎股份,-9.82,-1.22,11
600106,重庆路桥,5.48,1.93,22
600107,美尔雅i,10.07,4.60,10
600108,亚盛集团,9.63,1.50,21
600109,国金证券,nan,nan,0
600110,诺德股份,66.65,0.61,13
600111,北方稀土,10.43,0.57,22
600112,天成控股,44.54,-0.35,12
600113,浙江东日,117.49,8.51,17
600114,东睦股份,-33.05,23.22,19
600115,东方航空,68.38,-2.80,13
600116,三峡水利,-118.19,-14.15,20
600117,西宁特钢,5.67,-2.42,17
600118,中国卫星,8.07,7.46,23
600119,长江投资,65.33,-5.42,13
600120,浙江东方,-24.15,1.21,24
600121,郑州煤电,73.08,-0.79,15
600122,宏图高科,-45.75,-201.32,25
600123,兰花科创,5.23,-0.67,19
600125,铁龙物流,1.00,1.50,19
600126,杭钢股份,-0.28,1.78,14
600127,金健米业,21.23,0.93,3
600128,弘业股份,44.18,76.28,19
600129,太极集团,47.21,-1.36,9
600130,波导股份,-10.39,-0.17,13
600131,岷江水电,-180.48,-11.70,12
600132,重庆啤酒,21.24,3.82,21
600133,东湖高新,381.22,-38.90,20
600135,乐凯胶片,-260.68,2.15,14
600136,当代明诚,-374.87,-325.21,17
600137,浪莎股份,-0.94,-1.85,22
600138,中青旅i,15.30,9.75,24
600139,西部资源,-18.52,26.47,12
600141,兴发集团,35.87,8.42,22
600143,金发科技,6.62,2.99,19
600145,ST新亿,180.76,0.02,7
600146,商赢环球,10.96,2.39,0
600148,长春一东,-7.59,4.10,14
600149,廊坊发展,-23.81,-0.79,7
600150,中国船舶,-163.91,-0.32,17
600151,航天机电,6.12,-37.20,7
600152,维科精华,10.99,-7.77,4
600153,建发股份,6.93,5.47,22
600156,华升股份,-6.23,13.63,3
600157,永泰能源,34.18,-4.90,19
600158,中体产业,-21.64,-0.14,22
600159,大龙地产,44.61,7.78,13
600160,巨化股份,-75.09,0.66,18
600161,天坛生物,7.06,2.40,19
600162,香江控股,60.55,-29.18,19
600163,中闽能源,-4.41,8.88,3
600165,新日恒力,-25.24,1.92,2
600166,福田汽车,-9.01,-1.27,16
600167,联美控股,516.72,29.46,18
600168,武汉控股,-7.11,4.28,8
600169,太原重工,-203.86,-4.22,11
600170,上海建工,10.72,10.96,19
600171,上海贝岭,24.58,2.09,13
600172,黄河旋风,3.89,5.60,20
600173,卧龙地产,-0.19,-1.76,19
600175,美都能源,-38.33,-2.33,13
600176,中国巨石,7.71,5.54,23
600177,雅戈尔i,21.02,1.23,18
600178,东安动力,-242.14,-8.62,8
600179,安通控股,810.64,22.45,6
600180,瑞茂通i,-inf,-2.48,9
600182,S佳通i,-43.44,5.84,21
600183,生益科技,8.74,2.87,21
600184,光电股份,101.81,-3.02,17
600185,格力地产,-10.93,-59.84,16
600186,莲花健康,11.44,-11.37,6
600187,国中水务,-262.35,0.23,15
600188,兖州煤业,67.23,0.14,23
600189,吉林森工,1.13,-5.43,6
600190,锦州港i,-8.63,-0.36,18
600191,华资实业,36.34,21.66,1
600192,长城电工,24.45,0.48,18
600193,创兴资源,-83.45,-0.61,8
600195,中牧股份,8.61,1.51,15
600196,复星医药,20.61,252.83,21
600197,伊力特i,3.83,3.52,22
600198,大唐电信,-256.10,-11.13,13
600199,金种子酒,33.18,0.14,13
600200,江苏吴中,-80.69,9.13,15
600201,生物股份,9.01,10.48,20
600202,哈空调i,-274.80,-1.52,16
600203,福日电子,11.83,0.15,2
600206,有研新材,-24.60,0.45,12
600207,安彩高科,-29.69,-0.11,8
600208,新湖中宝,84.99,-0.96,18
600209,罗顿发展,11669.38,50.37,2
600210,紫江企业,11.50,2.10,20
600211,西藏药业,-15.67,-5.10,24
600212,江泉实业,59.26,-2.56,15
600213,亚星客车,-113.49,13.47,5
600215,长春经开,58.51,0.19,0
600216,浙江医药,-15.22,90.05,17
600217,中再资环,6.30,-8.53,7
600218,全柴动力,-127.90,2.80,13
600219,南山铝业,21.37,3.85,22
600220,江苏阳光,-9.40,2.23,20
600221,海南航空,14.81,21.03,16
600222,太龙药业,18.91,-1.17,18
600223,鲁商置业,30.80,-1.12,17
600225,天津松江,-113.71,39.06,7
600226,升华拜克,28.68,-1.16,11
600227,赤天化i,-16.05,-0.77,13
600228,昌九生化,16.67,-1.49,6
600229,城市传媒,465.35,3.41,13
600230,ST沧大,21.74,1.01,14
600231,凌钢股份,-24.30,0.53,13
600232,金鹰股份,-24.87,0.66,20
